pos_triplet
"student, climb, ship"
"girl, capsize, lion"
"hose, squirt, rock"
"chair, scratch, oil"
"cat, swallow, chef"
"tree, build, house"
"girl, ride, pin"
"wheel, bake, beans"
"dog, stretch, dough"
"man, push, oil"
"child, chew, toothpick"
"scissors, fix, car"
"girl, knead, pillow"
"child, jail, cake"
"stick, slam, rust"
"heat, fuse, bone"
"bike, capsize, cup"
"chef, cook, air"
"man, erect, wind"
"freezer, chill, ice"
"woman, drop, gas"
"butterfly, scratch, milk"
"air, poison, rabbit"
"horse, carry, cream"
"monkey, swallow, pin"
"cat, kick, air"
"oven, warm, food"
"girl, exhale, smoke"
"girl, chop, monkey"
"gorilla, grasp, water"
"man, fix, machine"
"horse, wrestle, tree"
"bear, pet, smoke"
"bottle, leak, bowl"
"smoke, hit, pillow"
"butterfly, open, rock"
"water, feed, dog"
"monkey, stretch, dough"
"girl, feed, dog"
"bear, hug, table"
"woman, knit, book"
"girl, grope, stranger"
"girl, damage, wind"
"girl, clean, infant"
"smoke, beat, rice"
"hand, grab, cloth"
"rabbit, film, oil"
"pipe, ejaculate, water"
"rope, fasten, cat"
"man, drive, elephant"
"kid, squash, table"
"scissors, tear, paper"
"scissors, peel, banana"
"fish, breed, cat"
"hand, grope, stranger"
"scissors, mince, meat"
"spatula, sharpen, glass"
"ant, hold, cup"
"ant, lift, leaf"
"lion, drive, car"
"chef, construct, table"
"scissors, sever, arm"
"chef, count, beans"
"rabbit, chop, bush"
"lion, clean, smoke"
"water, fill, cup"
"infant, hug, door"
"student, count, cream"
"ant, halt, elephant"
"man, spill, milk"
"baboon, ride, camel"
"sidewalk, poke, rust"
"dog, steal, pebbles"
"child, roll, flour"
"knife, slice, dumbbell"
"banker, count, egg"
"hair, shake, rock"
"hand, snatch, bus"
"elephant, shake, wolf"
"ice, freeze, dog"
"wood, knead, hand"
"dog, stomp, boat"
"atom, kiss, fish"
"feather, tick, bear"
"knife, cut, pillow"
"finger, rub, potato"
"girl, clench, hand"
"table, drink, beer"
"car, squash, house"
"dog, tick, monkey"
"cream, attach, sticker"
"train, crash, bike"
"gorilla, wrestle, rock"
"hand, roll, cup"
"knife, etch, oil"
"butterfly, move, gorilla"
"apple, crush, egg"
"paper, flatten, tree"
"teeth, chew, lip"
"man, build, woman"
"cow, open, dog"
"dog, whisk, egg"
"man, breed, fish"
"pebbles, dampen, cloth"
"can, contain, building"
"girl, clench, water"
"student, jail, girl"
"wolf, toss, elephant"
"wood, knead, water"
"stick, shove, oil"
"student, drain, water"
"lion, bend, mountain"
"man, kick, dog"
"paper, sharpen, pencil"
"marker, fuse, house"
"rope, stroke, cat"
"wrench, clench, hand"
"finger, trim, pillow"
"student, pack, water"
"butterfly, slide, pebbles"
"box, spill, chair"
"stick, poke, trash"
"stick, fold, shirt"
"bike, crush, bush"
"worm, heave, door"
"brick, crash, pillow"
"student, clip, paper"
"dentist, burn, grape"
"girl, whisk, egg"
"infant, shove, pond"
"mud, knead, clay"
"wolf, jail, cake"
"bowl, dump, elephant"
"pin, clip, wool"
"woman, drop, smoke"
"infant, ride, horse"
"infant, haul, elephant"
"house, vent, smoke"
"scissors, sharpen, log"
"child, jail, rabbit"
"finger, sever, arm"
"hand, grip, stove"
"fist, break, hand"
"oil, wet, skyscraper"
"rabbit, drain, ocean"
"girl, capsize, turtle"
"spatula, kill, table"
"desk, hit, ball"
"knife, clip, paper"
"clown, bite, water"
"rock, puff, smoke"
"bug, fish, shark"
"stick, slam, monkey"
"panda, choke, rock"
"scissors, dampen, shirt"
"fish, throw, elephant"
"elephant, film, cake"
"elephant, shake, air"
"girl, drive, tractor"
"air, peel, bush"
"man, drive, skyscraper"
"bike, break, house"
"sword, slice, tree"
"person, grope, arm"
"child, tug, car"
"ant, throw, dog"
"balloon, leak, smoke"
"monkey, peel, apple"
"dog, damage, chair"
"boy, punch, box"
"monkey, pet, rabbit"
"dog, break, plate"
"child, fry, mosquito"
"child, exhale, house"
"spatula, scrape, air"
"man, grab, apple"
"finger, spin, pea"
"lion, smash, glass"
"girl, crop, air"
"plane, crash, house"
"horse, ride, dog"
"water, poison, tree"
"chef, lift, man"
"man, erect, building"
"water, dig, hole"
"clown, steal, lake"
"clown, lengthen, knife"
"elephant, rotate, desert"
"cat, destroy, shirt"
"needle, knit, rug"
"pillow, crash, scooter"
"girl, break, smoke"
"rice, bury, bike"
"mallet, flatten, dough"
"tube, ejaculate, bird"
"jaw, crush, rock"
"fist, punch, wall"
"elephant, rotate, sand"
"stick, poke, arm"
"sidewalk, curb, wheels"
"car, hurl, truck"
"policeman, halt, bowling"
"bat, strike, oil"
"pen, drain, sink"
"chef, film, laptop"
"worm, stretch, pillow"
"woman, knit, cup"
"ant, tackle, rabbit"
"mouth, squirt, sand"
"ice, cool, man"
"man, pluck, string"
"vapor, wet, ocean"
"bird, fish, boot"
"boat, crash, scooter"
"monkey, grip, stick"
"stove, cook, monkey"
"rabbit, exhale, pebbles"
"chisel, etch, air"
"girl, pluck, truck"
"shirt, hurt, foot"
"chef, slam, door"
"wool, carry, lake"
"river, fuse, tie"
"finger, hang, mud"
"casket, cover, lake"
"boat, hurl, boat"
"shirt, mince, bread"
"rug, mask, hand"
"elephant, tick, ant"
"room, vent, oxygen"
"policeman, spill, rock"
"fish, shove, elephant"
"infant, grab, elephant"
"monkey, puff, gas"
"clown, clean, mud"
"horse, kick, chair"
"spoon, slash, paper"
"rabbit, grasp, elephant"
"horse, flip, dog"
"man, pack, smoke"
"train, push, leaf"
"sun, freeze, pebbles"
"bush, attack, water"
"worm, move, cat"
"child, sew, boat"
"chef, fry, cream"
"hand, pierce, worm"
"man, build, deck"
"uncle, heave, box"
"man, strike, air"
"pole, bend, flowers"
"infant, grip, water"
"water, dump, oil"
"policeman, open, window"
"bush, leak, gas"
"hair, shake, canoe"
"worm, snatch, rabbit"
"chef, drain, lake"
"plant, bury, book"
"officer, jail, book"
"cloth, erase, dust"
"pillow, tear, rug"
"air, strike, wool"
"man, roll, bus"
"worm, stomp, grape"
"horse, flip, cat"
"monkey, close, door"
"scissors, pierce, board"
"lion, chew, infant"
"spatula, peel, orange"
"man, tackle, girl"
"dog, film, milk"
"rope, hurl, trolley"
"cleaver, slice, dog"
"worm, eat, infant"
"elephant, heave, pea"
"bear, construct, cat"
"dog, slide, pebbles"
"elephant, roll, house"
"pillow, scrape, chair"
"arm, fasten, man"
"finger, tick, tree"
"elephant, tick, worm"
"elephant, vomit, rabbit"
"monkey, open, bowl"
"clown, destroy, air"
"hand, hold, pebbles"
"hand, grasp, paper"
"gorilla, bend, fish"
"monkey, rotate, pen"
"child, open, window"
"air, feed, man"
"shirt, cover, beans"
"spatula, flatten, tire"
"paper, tick, rabbit"
"chef, exhale, oil"
"worm, fold, pillow"
"girl, close, rock"
"cream, freeze, fire"
"finger, rub, smoke"
"bowl, dump, rice"
"infant, tug, basketball"
"worm, enter, cave"
"dog, fill, bucket"
"ant, hurl, woman"
"knife, crop, water"
"finger, stretch, rope"
"hand, fasten, elephant"
"cat, swallow, man"
"dog, lick, tongue"
"nail, slash, rock"
